Date,Units_Sold
2024-06-01,303.0
2024-06-02,305.5
2024-06-03,289.6666666666667
2024-06-04,306.0
2024-06-05,300.4
2024-06-06,286.1666666666667
2024-06-07,293.14285714285717
2024-06-08,296.14285714285717
2024-06-09,303.57142857142856
2024-06-10,305.0
2024-06-11,291.7142857142857
2024-06-12,303.57142857142856
2024-06-13,310.14285714285717
2024-06-14,287.2857142857143
2024-06-15,271.42857142857144
2024-06-16,265.2857142857143
2024-06-17,259.57142857142856
2024-06-18,259.57142857142856
2024-06-19,250.42857142857142
2024-06-20,260.2857142857143
2024-06-21,270.14285714285717
2024-06-22,283.57142857142856
2024-06-23,276.14285714285717
2024-06-24,277.7142857142857
2024-06-25,276.57142857142856
2024-06-26,264.42857142857144
2024-06-27,259.42857142857144
2024-06-28,270.7142857142857
2024-06-29,258.2857142857143
2024-06-30,251.0
2024-07-01,252.0
2024-07-02,254.14285714285714
2024-07-03,261.85714285714283
2024-07-04,254.0
2024-07-05,249.42857142857142
2024-07-06,264.14285714285717
2024-07-07,278.42857142857144
2024-07-08,278.2857142857143
2024-07-09,285.42857142857144
2024-07-10,300.57142857142856
2024-07-11,297.85714285714283
2024-07-12,305.2857142857143
2024-07-13,300.57142857142856
2024-07-14,290.57142857142856
2024-07-15,292.7142857142857
2024-07-16,281.57142857142856
2024-07-17,265.57142857142856
2024-07-18,282.7142857142857
2024-07-19,280.42857142857144
2024-07-20,277.2857142857143
2024-07-21,291.42857142857144
2024-07-22,302.14285714285717
2024-07-23,304.2857142857143
2024-07-24,310.14285714285717
2024-07-25,299.7142857142857
2024-07-26,275.57142857142856
2024-07-27,289.2857142857143
2024-07-28,280.7142857142857
2024-07-29,256.7142857142857
2024-07-30,258.0
2024-07-31,264.85714285714283
2024-08-01,267.85714285714283
2024-08-02,282.85714285714283
2024-08-03,275.57142857142856
2024-08-04,269.14285714285717
2024-08-05,274.0
2024-08-06,273.42857142857144
2024-08-07,271.14285714285717
2024-08-08,269.7142857142857
2024-08-09,276.85714285714283
2024-08-10,287.57142857142856
2024-08-11,292.7142857142857
2024-08-12,304.57142857142856
2024-08-13,299.85714285714283
2024-08-14,299.85714285714283
2024-08-15,304.42857142857144
2024-08-16,300.7142857142857
2024-08-17,278.7142857142857
2024-08-18,281.42857142857144
2024-08-19,276.85714285714283
2024-08-20,282.7142857142857
2024-08-21,279.14285714285717
2024-08-22,270.14285714285717
2024-08-23,275.85714285714283
2024-08-24,279.0
2024-08-25,274.85714285714283
2024-08-26,281.2857142857143
2024-08-27,287.14285714285717
2024-08-28,292.85714285714283
2024-08-29,298.42857142857144
2024-08-30,298.57142857142856
2024-08-31,302.57142857142856
