Date,Units_Sold
2024-06-01,274.0
2024-06-02,285.0
2024-06-03,269.3333333333333
2024-06-04,238.0
2024-06-05,251.8
2024-06-06,247.0
2024-06-07,244.14285714285714
2024-06-08,232.57142857142858
2024-06-09,227.42857142857142
2024-06-10,231.14285714285714
2024-06-11,255.71428571428572
2024-06-12,253.71428571428572
2024-06-13,262.0
2024-06-14,271.42857142857144
2024-06-15,278.42857142857144
2024-06-16,275.2857142857143
2024-06-17,285.0
2024-06-18,271.57142857142856
2024-06-19,259.2857142857143
2024-06-20,271.85714285714283
2024-06-21,261.57142857142856
2024-06-22,263.7142857142857
2024-06-23,272.7142857142857
2024-06-24,260.2857142857143
2024-06-25,270.2857142857143
2024-06-26,282.0
2024-06-27,268.2857142857143
2024-06-28,271.14285714285717
2024-06-29,279.85714285714283
2024-06-30,269.0
2024-07-01,268.85714285714283
2024-07-02,267.14285714285717
2024-07-03,260.7142857142857
2024-07-04,277.85714285714283
2024-07-05,282.42857142857144
2024-07-06,275.2857142857143
2024-07-07,298.0
2024-07-08,300.0
2024-07-09,309.14285714285717
2024-07-10,316.57142857142856
2024-07-11,304.7142857142857
2024-07-12,308.42857142857144
2024-07-13,314.2857142857143
2024-07-14,304.14285714285717
2024-07-15,307.0
2024-07-16,302.7142857142857
2024-07-17,301.2857142857143
2024-07-18,296.7142857142857
2024-07-19,289.2857142857143
2024-07-20,288.57142857142856
2024-07-21,280.0
2024-07-22,284.85714285714283
2024-07-23,283.57142857142856
2024-07-24,267.42857142857144
2024-07-25,260.14285714285717
2024-07-26,261.42857142857144
2024-07-27,255.71428571428572
2024-07-28,267.7142857142857
2024-07-29,264.14285714285717
2024-07-30,275.7142857142857
2024-07-31,281.7142857142857
2024-08-01,293.57142857142856
2024-08-02,306.42857142857144
2024-08-03,304.57142857142856
2024-08-04,294.0
2024-08-05,285.14285714285717
2024-08-06,268.14285714285717
2024-08-07,283.57142857142856
2024-08-08,283.85714285714283
2024-08-09,273.14285714285717
2024-08-10,277.14285714285717
2024-08-11,280.85714285714283
2024-08-12,290.42857142857144
2024-08-13,302.0
2024-08-14,294.0
2024-08-15,288.2857142857143
2024-08-16,301.57142857142856
2024-08-17,307.7142857142857
2024-08-18,303.7142857142857
2024-08-19,307.0
2024-08-20,311.57142857142856
2024-08-21,307.42857142857144
2024-08-22,302.85714285714283
2024-08-23,289.7142857142857
2024-08-24,288.7142857142857
2024-08-25,285.85714285714283
2024-08-26,270.57142857142856
2024-08-27,267.7142857142857
2024-08-28,268.7142857142857
2024-08-29,264.7142857142857
2024-08-30,262.7142857142857
2024-08-31,257.85714285714283
