Date,Units_Sold
2024-06-01,346.0
2024-06-02,326.5
2024-06-03,302.6666666666667
2024-06-04,297.75
2024-06-05,277.0
2024-06-06,288.6666666666667
2024-06-07,283.7142857142857
2024-06-08,267.2857142857143
2024-06-09,266.2857142857143
2024-06-10,277.2857142857143
2024-06-11,271.85714285714283
2024-06-12,293.42857142857144
2024-06-13,280.57142857142856
2024-06-14,288.0
2024-06-15,288.14285714285717
2024-06-16,290.0
2024-06-17,285.7142857142857
2024-06-18,289.0
2024-06-19,280.85714285714283
2024-06-20,276.57142857142856
2024-06-21,262.57142857142856
2024-06-22,269.85714285714283
2024-06-23,257.42857142857144
2024-06-24,240.42857142857142
2024-06-25,232.0
2024-06-26,230.28571428571428
2024-06-27,240.71428571428572
2024-06-28,253.28571428571428
2024-06-29,244.85714285714286
2024-06-30,248.14285714285714
2024-07-01,262.2857142857143
2024-07-02,272.2857142857143
2024-07-03,272.7142857142857
2024-07-04,263.0
2024-07-05,261.0
2024-07-06,271.42857142857144
2024-07-07,279.7142857142857
2024-07-08,282.7142857142857
2024-07-09,279.2857142857143
2024-07-10,280.42857142857144
2024-07-11,297.42857142857144
2024-07-12,303.7142857142857
2024-07-13,305.42857142857144
2024-07-14,308.57142857142856
2024-07-15,303.85714285714283
2024-07-16,310.42857142857144
2024-07-17,303.57142857142856
2024-07-18,294.14285714285717
2024-07-19,279.7142857142857
2024-07-20,278.42857142857144
2024-07-21,266.42857142857144
2024-07-22,274.85714285714283
2024-07-23,274.42857142857144
2024-07-24,288.0
2024-07-25,285.85714285714283
2024-07-26,301.7142857142857
2024-07-27,304.57142857142856
2024-07-28,305.7142857142857
2024-07-29,298.2857142857143
2024-07-30,295.85714285714283
2024-07-31,289.14285714285717
2024-08-01,295.14285714285717
2024-08-02,297.85714285714283
2024-08-03,286.85714285714283
2024-08-04,297.42857142857144
2024-08-05,304.85714285714283
2024-08-06,297.14285714285717
2024-08-07,295.14285714285717
2024-08-08,276.7142857142857
2024-08-09,258.85714285714283
2024-08-10,257.57142857142856
2024-08-11,244.42857142857142
2024-08-12,237.28571428571428
2024-08-13,252.57142857142858
2024-08-14,244.85714285714286
2024-08-15,253.42857142857142
2024-08-16,245.71428571428572
2024-08-17,245.42857142857142
2024-08-18,252.85714285714286
2024-08-19,242.0
2024-08-20,229.71428571428572
2024-08-21,246.0
2024-08-22,258.0
2024-08-23,276.2857142857143
2024-08-24,275.2857142857143
2024-08-25,266.42857142857144
2024-08-26,274.42857142857144
2024-08-27,280.14285714285717
2024-08-28,263.85714285714283
2024-08-29,261.0
2024-08-30,252.71428571428572
2024-08-31,263.85714285714283
